tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
Automotive Technology,1754,Brigham Young University - Idaho,Kevin,,Steggell,861292,12,good,TEACHER,PROFESSOR,4.5
English,1754,Brigham Young University - Idaho,Judy,,Steiner,305300,31,good,TEACHER,PROFESSOR,3.6
English,1754,Brigham Young University - Idaho,Makayla,,Steiner,1912991,1,poor,TEACHER,PROFESSOR,1.0
Music,1754,Brigham Young University - Idaho,Thomas,,Stephen,2087283,2,good,TEACHER,PROFESSOR,4.5
"Ag Bus, Plant & Animal Sci",1754,Brigham Young University - Idaho,Larry,,Stephens,1760387,4,good,TEACHER,PROFESSOR,3.8
Business,1754,Brigham Young University - Idaho,Penny,,Stephens,1883778,1,poor,TEACHER,PROFESSOR,2.0
Humanities,1754,Brigham Young University - Idaho,Vaughn,,Stephenson,302131,170,good,TEACHER,PROFESSOR,4.0
Religion,1754,Brigham Young University - Idaho,Brandon,,Stephenson,2678430,6,good,TEACHER,PROFESSOR,5.0
Health Science,1754,Brigham Young University - Idaho,Dietzahermosa,,Sterling,2916498,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1754,Brigham Young University - Idaho,Louann,,Stermer,2425022,1,good,TEACHER,PROFESSOR,5.0
Home & Family Studies,1754,Brigham Young University - Idaho,Annie,,Stermer,2580876,4,good,TEACHER,PROFESSOR,4.5
Mathematics,1754,Brigham Young University - Idaho,Susan,,Sterzer,1824339,14,average,TEACHER,PROFESSOR,3.2
Online Learning,1754,Brigham Young University - Idaho,Raeone,,Steuart,1989005,1,good,TEACHER,PROFESSOR,5.0
General Studies,1754,Brigham Young University - Idaho,Norman,,Stevens,2496389,1,good,TEACHER,PROFESSOR,5.0
Communication,1754,Brigham Young University - Idaho,Alexsa,,Stevenson,2577168,3,average,TEACHER,PROFESSOR,2.7
Computer Information Technology,1754,Brigham Young University - Idaho,Don,,Stevic,2426275,3,good,TEACHER,PROFESSOR,4.3
English,1754,Brigham Young University - Idaho,Steven,,Steward,2916423,0,zero,TEACHER,PROFESSOR,N/A
Foreign Languages & Literature,1754,Brigham Young University - Idaho,Collin,,Stewart,965645,6,good,TEACHER,PROFESSOR,3.8
Foreign Languages amp Literature,1754,Brigham Young University - Idaho,Erin,,Stewart,2315969,22,good,TEACHER,PROFESSOR,4.1
Computer Information Technology,1754,Brigham Young University - Idaho,Jared,,Stewart,2470419,35,good,TEACHER,PROFESSOR,4.4
English,1754,Brigham Young University - Idaho,Steven,,Stewart,801560,58,good,TEACHER,PROFESSOR,4.1
Home & Family Studies,1754,Brigham Young University - Idaho,Rob,,Stewart,1735995,79,good,TEACHER,PROFESSOR,4.7
Physical Education,1754,Brigham Young University - Idaho,Peter William,,Stilling,1475851,2,good,TEACHER,PROFESSOR,5.0
Computer Information Technology,1754,Brigham Young University - Idaho,Jacob,,Stimpson,2353106,0,zero,TEACHER,PROFESSOR,N/A
Political Science,1754,Brigham Young University - Idaho,Tyler,,Stoddard,1991256,0,zero,TEACHER,PROFESSOR,N/A
Art,1754,Brigham Young University - Idaho,Janet,,Stoddard,2066913,3,poor,TEACHER,PROFESSOR,2.3
Online Learning,1754,Brigham Young University - Idaho,David,,Stoddard,2436955,4,good,TEACHER,PROFESSOR,4.5
Business,1754,Brigham Young University - Idaho,Justin,,Stoddard,2635555,5,good,TEACHER,PROFESSOR,5.0
Academic Services,1754,Brigham Young University - Idaho,Reed,,Stoddard,676815,21,good,TEACHER,PROFESSOR,4.6
Mathematics,1754,Brigham Young University - Idaho,David,W.,Stohel,1946257,97,good,TEACHER,PROFESSOR,4.4
History,1754,Brigham Young University - Idaho,Daniel,,Stoker,2680061,5,good,TEACHER,PROFESSOR,4.4
Religion,1754,Brigham Young University - Idaho,Bob,,Stokes,1981438,1,average,TEACHER,PROFESSOR,2.5
Foundations,1754,Brigham Young University - Idaho,Steve,,Stokes,2389533,11,average,TEACHER,PROFESSOR,3.1
Engineering Technology,1754,Brigham Young University - Idaho,Brett,,Stone,2662484,1,good,TEACHER,PROFESSOR,5.0
Business,1754,Brigham Young University - Idaho,Cheryl,,Stone,1747009,17,poor,TEACHER,PROFESSOR,2.4
Dance,1754,Brigham Young University - Idaho,Ashley ,,Storm ,2975535,1,good,TEACHER,PROFESSOR,5.0
English,1754,Brigham Young University - Idaho,Nolan,,Stott,1942463,4,good,TEACHER,PROFESSOR,4.1
Nursing,1754,Brigham Young University - Idaho,Sherry,,Stott,2123595,4,good,TEACHER,PROFESSOR,4.4
English,1754,Brigham Young University - Idaho,Zachary,,Stout,1496013,23,good,TEACHER,PROFESSOR,4.7
Child amp Family Studies,1754,Brigham Young University - Idaho,Benjamin,,Stout,2556706,1,good,TEACHER,PROFESSOR,4.0
Psychology,1754,Brigham Young University - Idaho,Dallas,,Stout,2383072,27,good,TEACHER,PROFESSOR,4.5
Mathematics,1754,Brigham Young University - Idaho,David,,Stowell,833364,30,good,TEACHER,PROFESSOR,3.8
Biology,1754,Brigham Young University - Idaho,Rachel,,Strahl,2789542,3,good,TEACHER,PROFESSOR,4.7
Nursing,1754,Brigham Young University - Idaho,Joanna ,,Strain,2026530,0,zero,TEACHER,PROFESSOR,N/A
Humanities,1754,Brigham Young University - Idaho,Charles,,Stratford,2502055,67,good,TEACHER,PROFESSOR,4.4
Psychology,1754,Brigham Young University - Idaho,Molly,,Strauss,2214581,18,good,TEACHER,PROFESSOR,3.8
English,1754,Brigham Young University - Idaho,Noelle ,,Streadbeck,2886030,0,zero,TEACHER,PROFESSOR,N/A
Biology,1754,Brigham Young University - Idaho,Dave,,Stricklan,602365,74,average,TEACHER,PROFESSOR,3.4
Home & Family Studies,1754,Brigham Young University - Idaho,Jennifer,,Strickland,2660749,4,average,TEACHER,PROFESSOR,3.0
Foreign Languages & Literature,1754,Brigham Young University - Idaho,Laura,,Strickling,2385780,5,poor,TEACHER,PROFESSOR,1.4
Biology,1754,Brigham Young University - Idaho,George,,Strobel,2654119,0,zero,TEACHER,PROFESSOR,N/A
Business,1754,Brigham Young University - Idaho,Annalee,Kay,Strub,2241639,8,average,TEACHER,PROFESSOR,3.2
Business,1754,Brigham Young University - Idaho,Annalee,,Strubs,2331144,3,good,TEACHER,PROFESSOR,4.0
Mathematics,1754,Brigham Young University - Idaho,Rebecca,,Struve,2112172,33,good,TEACHER,PROFESSOR,4.5
Home & Family Studies,1754,Brigham Young University - Idaho,Sharee,,Stuart ,2868328,0,zero,TEACHER,PROFESSOR,N/A
Communication,1754,Brigham Young University - Idaho,Jason,,Stucki,2004935,2,good,TEACHER,PROFESSOR,4.8
Online Learning,1754,Brigham Young University - Idaho,Melanie,L,Stumpf,2499506,8,good,TEACHER,PROFESSOR,4.8
Religion,1754,Brigham Young University - Idaho,Dale,,Sturm,449848,94,good,TEACHER,PROFESSOR,4.9
Sign Language,1754,Brigham Young University - Idaho,Valerie,,Sturm,900008,19,average,TEACHER,PROFESSOR,2.5
Foreign Languages & Literature,1754,Brigham Young University - Idaho,Val,,Sturm ,3049624,0,zero,TEACHER,PROFESSOR,N/A
Online Learning,1754,Brigham Young University - Idaho,Colleen,,Stutz,1989002,1,good,TEACHER,PROFESSOR,4.0
Foreign Languages & Literature,1754,Brigham Young University - Idaho,Paz,,Stutzman,1707085,1,good,TEACHER,PROFESSOR,4.5
Health Science,1754,Brigham Young University - Idaho,Ashley,,Suker,2360082,12,average,TEACHER,PROFESSOR,2.8
Art,1754,Brigham Young University - Idaho,Makayla,,Summers,2262813,4,good,TEACHER,PROFESSOR,3.8
Mathematics,1754,Brigham Young University - Idaho,Erin,,Summers,2169160,7,good,TEACHER,PROFESSOR,4.6
Dance,1754,Brigham Young University - Idaho,Michelle,,Summers,2961282,2,good,TEACHER,PROFESSOR,5.0
Communication,1754,Brigham Young University - Idaho,Mary,,Sunderland,2384279,20,good,TEACHER,PROFESSOR,4.2
Education,1754,Brigham Young University - Idaho,Shawna,,Sutton,1996114,41,good,TEACHER,PROFESSOR,4.2
Foreign Languages amp Literature,1754,Brigham Young University - Idaho,Raymond,,Swanson,2304162,6,good,TEACHER,PROFESSOR,5.0
International Studies,1754,Brigham Young University - Idaho,Ray,,Swanson,2125091,13,good,TEACHER,PROFESSOR,4.7
Exercise & Sport Science,1754,Brigham Young University - Idaho,Mike,,Sweet,1176284,11,good,TEACHER,PROFESSOR,4.8
Foundations,1754,Brigham Young University - Idaho,DJ,,Sweet,2169060,5,good,TEACHER,PROFESSOR,4.2
History,1754,Brigham Young University - Idaho,DJ,,Sweet,2325517,1,good,TEACHER,PROFESSOR,4.0
Online Learning,1754,Brigham Young University - Idaho,Lynelle,,Swensen,2682655,7,good,TEACHER,PROFESSOR,3.9
Education,1754,Brigham Young University - Idaho,Mackenzie,,Swenson,2269539,5,average,TEACHER,PROFESSOR,3.4
Foreign Languages amp Literature,1754,Brigham Young University - Idaho,Mitch,,Swenson,2317953,5,good,TEACHER,PROFESSOR,4.0
Electrical Engineering,1754,Brigham Young University - Idaho,Jody,,Swenson,2090752,21,average,TEACHER,PROFESSOR,3.2
Hospitality,1754,Brigham Young University - Idaho,Joseph,,Sybrowsky,2610500,0,zero,TEACHER,PROFESSOR,N/A
Communication,1754,Brigham Young University - Idaho,Oliver,,Sykes,672100,14,average,TEACHER,PROFESSOR,2.6
Foundations,1754,Brigham Young University - Idaho,Maria,,Taggart,2536990,2,poor,TEACHER,PROFESSOR,1.0
Health Science,1754,Brigham Young University - Idaho,Porter,,Talbot,2384322,1,good,TEACHER,PROFESSOR,5.0
General Studies,1754,Brigham Young University - Idaho,Amanda,Leah,Talbot,2151287,14,good,TEACHER,PROFESSOR,4.6
Health Science,1754,Brigham Young University - Idaho,Mandy,,Talbot,2550916,9,good,TEACHER,PROFESSOR,5.0
Computer Science,1754,Brigham Young University - Idaho,Matalyn,,Talbot,2623081,4,good,TEACHER,PROFESSOR,4.0
Child  Family Studies,1754,Brigham Young University - Idaho,Galen,,Tanner,2220485,1,average,TEACHER,PROFESSOR,3.0
Foundations,1754,Brigham Young University - Idaho,Morgan,,Tanner,2243276,11,good,TEACHER,PROFESSOR,4.4
English,1754,Brigham Young University - Idaho,Jennifer,,Tanner,2576857,7,average,TEACHER,PROFESSOR,3.0
Child & Family Studies,1754,Brigham Young University - Idaho,Sarah,,Tanner,2821643,2,poor,TEACHER,PROFESSOR,1.5
Religion,1754,Brigham Young University - Idaho,Tyler,,Tanner,2839259,3,good,TEACHER,PROFESSOR,4.3
Art,1754,Brigham Young University - Idaho,Tim,,Tanner,1046717,22,good,TEACHER,PROFESSOR,4.5
Recreation,1754,Brigham Young University - Idaho,Sven,,Taow,2243607,7,good,TEACHER,PROFESSOR,5.0
Art,1754,Brigham Young University - Idaho,Donald,,Tapp,2856626,3,good,TEACHER,PROFESSOR,4.7
Art,1754,Brigham Young University - Idaho,Donnie,,Tapp,2969999,1,good,TEACHER,PROFESSOR,5.0
Ag Bus Plant  Animal Sci,1754,Brigham Young University - Idaho,Bart,,Tarbet,2002224,2,average,TEACHER,PROFESSOR,3.2
Online Learning,1754,Brigham Young University - Idaho,Kathy,,Tarullok,3003319,1,good,TEACHER,PROFESSOR,5.0
Applied Plant Science,1754,Brigham Young University - Idaho,Carter,,Tate,2635465,0,zero,TEACHER,PROFESSOR,N/A
Biology,1754,Brigham Young University - Idaho,Carter,,Tate,1662068,4,good,TEACHER,PROFESSOR,4.0
Sociology,1754,Brigham Young University - Idaho,Michael,,Tatum,67051,153,good,TEACHER,PROFESSOR,4.5
Child & Family Studies,1754,Brigham Young University - Idaho,Susan,,Tatum,860796,67,good,TEACHER,PROFESSOR,4.3
Academic Services,1754,Brigham Young University - Idaho,Red,,Taylor,142171,9,good,TEACHER,PROFESSOR,3.8
Music,1754,Brigham Young University - Idaho,David,,Taylor,749039,15,average,TEACHER,PROFESSOR,3.2
Health  Human Performance,1754,Brigham Young University - Idaho,Natalie,,Taylor,1968890,4,good,TEACHER,PROFESSOR,4.0
Business,1754,Brigham Young University - Idaho,Dave ,,Taylor,1971065,0,zero,TEACHER,PROFESSOR,N/A
Online Learning,1754,Brigham Young University - Idaho,Beth,,Taylor,1988999,0,zero,TEACHER,PROFESSOR,N/A
Child & Family Studies,1754,Brigham Young University - Idaho,Tammy,,Taylor,2398368,0,zero,TEACHER,PROFESSOR,N/A
English,1754,Brigham Young University - Idaho,Mandy,,Taylor,2476336,0,zero,TEACHER,PROFESSOR,N/A
Online Learning,1754,Brigham Young University - Idaho,Jeffrey,,Taylor,1912293,2,good,TEACHER,PROFESSOR,4.0
Biology,1754,Brigham Young University - Idaho,Brigham,,Taylor,2719166,0,zero,TEACHER,PROFESSOR,N/A
Foundations,1754,Brigham Young University - Idaho,James,,Taylor,2249075,19,good,TEACHER,PROFESSOR,4.5
Humanities amp Philosophy,1754,Brigham Young University - Idaho,Angelina,,Taylor,2360347,3,average,TEACHER,PROFESSOR,3.3
Health Science,1754,Brigham Young University - Idaho,John,,Taylor,2368888,7,poor,TEACHER,PROFESSOR,2.4
Religion,1754,Brigham Young University - Idaho,Matthew,,Taylor,2389184,26,good,TEACHER,PROFESSOR,4.6
Business,1754,Brigham Young University - Idaho,Jeffrey,,Taylor,2432643,2,good,TEACHER,PROFESSOR,5.0
English,1754,Brigham Young University - Idaho,Jennifer,,Taylor,2451356,5,good,TEACHER,PROFESSOR,4.8
Foundations,1754,Brigham Young University - Idaho,Kathleen (Katie),,Taylor,2576565,35,good,TEACHER,PROFESSOR,4.9
Biology,1754,Brigham Young University - Idaho,Daniel,,Taylor,2661036,80,good,TEACHER,PROFESSOR,4.6
Business,1754,Brigham Young University - Idaho,Heather,,Taylor,2757253,4,good,TEACHER,PROFESSOR,3.5
Computer Science,1754,Brigham Young University - Idaho,Randon,,Taylor,2947967,2,average,TEACHER,PROFESSOR,2.5
Business,1754,Brigham Young University - Idaho,James,,Taylor,164397,14,average,TEACHER,PROFESSOR,3.4
Foreign Languages & Literature,1754,Brigham Young University - Idaho,Alan,,Taylor,974289,46,good,TEACHER,PROFESSOR,3.6
Religion,1754,Brigham Young University - Idaho,Matt,,Taylor,1307341,60,good,TEACHER,PROFESSOR,4.8
Health Science,1754,Brigham Young University - Idaho,Marinda,,Taylor,2088466,23,good,TEACHER,PROFESSOR,4.2
General Studies,1754,Brigham Young University - Idaho,Anne,,Teerlink,2637895,4,average,TEACHER,PROFESSOR,2.8
General Studies,1754,Brigham Young University - Idaho,David,,Teichert,2165116,5,good,TEACHER,PROFESSOR,5.0
College Success,1754,Brigham Young University - Idaho,DJ,,Teichert,1300653,53,good,TEACHER,PROFESSOR,3.8
Mechanical Engineering,1754,Brigham Young University - Idaho,Kendall,,Teichert,3034480,1,poor,TEACHER,PROFESSOR,2.0
Health Science,1754,Brigham Young University - Idaho,Robin,,Tenbrink,2390147,1,good,TEACHER,PROFESSOR,5.0
Accounting,1754,Brigham Young University - Idaho,Kennard,,Terrell,2478624,2,good,TEACHER,PROFESSOR,5.0
Biology,1754,Brigham Young University - Idaho,Michael,,Terribilini,2281365,42,good,TEACHER,PROFESSOR,4.6
Mechanical Engineering,1754,Brigham Young University - Idaho,Kevin,,Terrill,2864253,1,poor,TEACHER,PROFESSOR,2.0
Accounting,1754,Brigham Young University - Idaho,Glade,K.,Tew,1939449,56,good,TEACHER,PROFESSOR,4.1
Home amp Family Studies,1754,Brigham Young University - Idaho,Stacey,,Thacker,2340250,7,average,TEACHER,PROFESSOR,3.3
Child & Family Studies,1754,Brigham Young University - Idaho,Stacey B.,,Thacker,2607673,0,zero,TEACHER,PROFESSOR,N/A
Biology,1754,Brigham Young University - Idaho,Jacob,,Thatcher,1992082,2,good,TEACHER,PROFESSOR,4.5
Mathematics,1754,Brigham Young University - Idaho,Rebecka,Bishop,Thayne,2516735,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1754,Brigham Young University - Idaho,Becky,,Thayne,2182742,1,good,TEACHER,PROFESSOR,5.0
Computer Information Technology,1754,Brigham Young University - Idaho,Timothy,E,Thayne,2265094,21,good,TEACHER,PROFESSOR,4.6
Psychology,1754,Brigham Young University - Idaho,Jeffrey,,Thayne,2627696,291,good,TEACHER,PROFESSOR,4.6
Health amp Human Performance,1754,Brigham Young University - Idaho,Rob,,Thiebaud,2559371,6,good,TEACHER,PROFESSOR,4.0
Business,1754,Brigham Young University - Idaho,Clint,,Thielemier,2932534,1,good,TEACHER,PROFESSOR,5.0
Online Learning,1754,Brigham Young University - Idaho,Amy,,Thiriot,2683220,3,good,TEACHER,PROFESSOR,5.0
Mathematics,1754,Brigham Young University - Idaho,Barbara,,Thomas,900824,6,good,TEACHER,PROFESSOR,5.0
Foundations,1754,Brigham Young University - Idaho,Geoff,,Thomas,2360093,9,good,TEACHER,PROFESSOR,4.6
English,1754,Brigham Young University - Idaho,Elizabeth,,Thomas,2508403,0,zero,TEACHER,PROFESSOR,N/A
Art,1754,Brigham Young University - Idaho,Adam,,Thomas,2577749,1,good,TEACHER,PROFESSOR,5.0
History,1754,Brigham Young University - Idaho,Geoffrey,,Thomas,2651674,1,good,TEACHER,PROFESSOR,5.0
Biology,1754,Brigham Young University - Idaho,Abigail,,Thomas,2563673,1,average,TEACHER,PROFESSOR,3.0
Religion,1754,Brigham Young University - Idaho,John,,Thomas,345060,120,average,TEACHER,PROFESSOR,2.9
Music,1754,Brigham Young University - Idaho,Stephen,,Thomas,1670834,16,good,TEACHER,PROFESSOR,4.8
Health & Human Performance,1754,Brigham Young University - Idaho,Brei,,Thomas,1859623,46,good,TEACHER,PROFESSOR,4.8
English,1754,Brigham Young University - Idaho,Susan,,Thomas,1919900,17,good,TEACHER,PROFESSOR,3.5
History,1754,Brigham Young University - Idaho,Eugene,,Thompson,142184,66,poor,TEACHER,PROFESSOR,2.4
English,1754,Brigham Young University - Idaho,Whitney,,Thompson,1714561,20,good,TEACHER,PROFESSOR,3.6
Religion,1754,Brigham Young University - Idaho,Michael,,Thompson,1883755,4,good,TEACHER,PROFESSOR,3.8
Art,1754,Brigham Young University - Idaho,Dustin,John,Thompson,2039691,1,good,TEACHER,PROFESSOR,5.0
Education,1754,Brigham Young University - Idaho,Victor,,Thompson,2367600,1,good,TEACHER,PROFESSOR,5.0
Career Development,1754,Brigham Young University - Idaho,Julie,Tolman,Thompson,2565440,0,zero,TEACHER,PROFESSOR,N/A
Home  Family Studies,1754,Brigham Young University - Idaho,David,,Thompson,2184052,6,good,TEACHER,PROFESSOR,4.8
Business,1754,Brigham Young University - Idaho,Alan,,Thompson,2264896,28,good,TEACHER,PROFESSOR,4.5
Biology,1754,Brigham Young University - Idaho,Julie,,Thompson,2479340,3,average,TEACHER,PROFESSOR,2.7
Business,1754,Brigham Young University - Idaho,Brian,,Thompson,2607279,3,good,TEACHER,PROFESSOR,3.7
Construction,1754,Brigham Young University - Idaho,Trevan,,Thompson,2674775,1,poor,TEACHER,PROFESSOR,1.0
English,1754,Brigham Young University - Idaho,Shea,,Thompson,1995399,14,good,TEACHER,PROFESSOR,3.8
Computer Science,1754,Brigham Young University - Idaho,Shane,,Thompson,1998487,15,good,TEACHER,PROFESSOR,4.7
Child  Family Studies,1754,Brigham Young University - Idaho,David,,Thompson,2029653,9,good,TEACHER,PROFESSOR,5.0
Computer Information Technology,1754,Brigham Young University - Idaho,David,Shane,Thompson,2118457,3,good,TEACHER,PROFESSOR,3.7
Accounting,1754,Brigham Young University - Idaho,Preston,,Thompson,3044571,0,zero,TEACHER,PROFESSOR,N/A
Mechanical Engineering,1754,Brigham Young University - Idaho,Scott ,,Thomson,1945164,7,good,TEACHER,PROFESSOR,4.0
Art,1754,Brigham Young University - Idaho,Gregg,,Thorkelson,966734,4,good,TEACHER,PROFESSOR,4.1
English,1754,Brigham Young University - Idaho,Rosa,,Thornley,2157851,2,average,TEACHER,PROFESSOR,3.0
General Studies,1754,Brigham Young University - Idaho,Natalie,,Thornock,2027993,1,good,TEACHER,PROFESSOR,5.0
Marketing,1754,Brigham Young University - Idaho,JD,,Thornock,2705926,1,good,TEACHER,PROFESSOR,4.0
Recreation,1754,Brigham Young University - Idaho,Jason,,Thornton,2125101,3,average,TEACHER,PROFESSOR,3.0
English,1754,Brigham Young University - Idaho,Kimberly,,Thueson,819083,18,good,TEACHER,PROFESSOR,4.1
Music,1754,Brigham Young University - Idaho,Claire,,Thueson,2577006,3,good,TEACHER,PROFESSOR,5.0
Religion,1754,Brigham Young University - Idaho,Larry,,Thurgood,446590,33,good,TEACHER,PROFESSOR,4.2
Religion,1754,Brigham Young University - Idaho,Keith,,Thurgood,2243485,9,average,TEACHER,PROFESSOR,3.3
Religion,1754,Brigham Young University - Idaho,Jeffrey,,Thurman,3018627,0,zero,TEACHER,PROFESSOR,N/A
Home  Family Studies,1754,Brigham Young University - Idaho,Amy,,Thurston,2184059,8,good,TEACHER,PROFESSOR,4.4
Biology,1754,Brigham Young University - Idaho,Russell,,Thurston,592164,40,good,TEACHER,PROFESSOR,3.8
Economics,1754,Brigham Young University - Idaho,Joshua,,Tibbitts,2732128,26,good,TEACHER,PROFESSOR,4.3
Chemistry,1754,Brigham Young University - Idaho,Andrea,,Tice,2056917,27,poor,TEACHER,PROFESSOR,2.3
Home & Family Studies,1754,Brigham Young University - Idaho,Juliet,,Tietjen,2610183,4,good,TEACHER,PROFESSOR,4.8
Management,1754,Brigham Young University - Idaho,Robert,,Tietjen,2564836,11,good,TEACHER,PROFESSOR,4.9
Accounting,1754,Brigham Young University - Idaho,David,,Tilton,2741156,3,poor,TEACHER,PROFESSOR,2.0
Mathematics,1754,Brigham Young University - Idaho,Brent,,Timothy,559640,21,average,TEACHER,PROFESSOR,3.1
Psychology,1754,Brigham Young University - Idaho,Elaine,,Tingey,2188408,139,good,TEACHER,PROFESSOR,4.8
Computer Information Technology,1754,Brigham Young University - Idaho,Oluwasegun,,Tinubi,2676937,2,good,TEACHER,PROFESSOR,3.5
Religion,1754,Brigham Young University - Idaho,Sean,,Tippetts,1662382,40,average,TEACHER,PROFESSOR,3.1
Computer Information Technology,1754,Brigham Young University - Idaho,Kevin,,Todd,2220529,4,good,TEACHER,PROFESSOR,3.8
